Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-07,149.2363545011644,153.78358182070704,149.2363545011644,153.208984375,83322600,0.0,0.0
2023-02-08,152.44616864491726,153.1396431018743,149.76141346281497,150.50442504882812,64120100,0.0,0.0
2023-02-09,152.3471225123795,152.89200079937044,149.01842938784935,149.4642333984375,56007100,0.0,0.0
2023-02-10,148.29345463966246,150.1587707343344,148.0553224162247,149.8313446044922,57450700,0.23,0.0
2023-02-13,149.77182597564106,153.05598886631992,149.742061338058,152.64920043945312,62199000,0.0,0.0
2023-02-14,150.9326697312374,152.56980025240625,149.68250972027408,152.00424194335938,61707600,0.0,0.0
2023-02-15,151.91492611474024,154.28627076398172,151.68672558037593,154.1175994873047,65573800,0.0,0.0
2023-02-16,152.3118028546183,155.10979917397754,152.1530632088784,152.51025390625,68167900,0.0,0.0
2023-02-17,151.1609085179588,151.80582918738722,149.67261607494518,151.35934448242188,59144100,0.0,0.0
2023-02-21,149.02766709322853,150.11908751084502,147.25164492968057,147.3210906982422,58867200,0.0,0.0
2023-02-22,147.70804542619808,148.77961770237255,146.0114006770244,147.74774169921875,51011300,0.0,0.0
2023-02-23,148.91851883458222,149.16656754280413,146.0907726446674,148.23390197753906,48394200,0.0,0.0
2023-02-24,145.96179806714355,146.04117547901873,144.5826477076605,145.56492614746094,55469600,0.0,0.0
2023-02-27,146.55711995477736,148.00571607615814,146.2991395832516,146.76547241210938,44998500,0.0,0.0
2023-02-28,145.9022544419719,147.91640875864755,145.68397036570926,146.2594451904297,50547000,0.0,0.0
2023-03-01,145.6839673934971,146.08083926604587,143.8781655521099,144.1758270263672,55479000,0.0,0.0
2023-03-02,143.2531069289366,145.5649229017897,142.77684246830484,144.7711639404297,52238100,0.0,0.0
2023-03-03,146.8845430097678,149.9305889656261,146.18009302902226,149.85121154785156,70732300,0.0,0.0
2023-03-06,152.58965247923197,155.08007145690632,152.26224147342523,152.6293487548828,87558000,0.0,0.0
2023-03-07,152.50034818589015,152.82777430909798,149.95041524773282,150.416748046875,56182000,0.0,0.0
2023-03-08,151.61728958019503,152.27214180165166,150.64494288571473,151.67681884765625,47204800,0.0,0.0
2023-03-09,152.36144715352594,153.3337939210827,149.05743630389182,149.4146270751953,53833600,0.0,0.0
2023-03-10,149.03760232020056,149.76190035677317,146.45788952900153,147.3409423828125,68572400,0.0,0.0
2023-03-13,146.6563207662423,151.94472122041284,146.54717872536102,149.29556274414062,84457100,0.0,0.0
2023-03-14,150.09922929944366,152.20267744709113,148.92844669339573,151.3990020751953,73695900,0.0,0.0
2023-03-15,150.0099446456098,152.05386365311495,148.74985292304112,151.7958984375,77167900,0.0,0.0
2023-03-16,150.97238887049932,155.23883022992453,150.4564432517635,154.6335906982422,76161100,0.0,0.0
2023-03-17,154.8617791998906,155.5166314563849,153.07582538203908,153.7902069091797,98944600,0.0,0.0
2023-03-20,153.85966233988228,156.5881981717665,152.94682975683216,156.1714630126953,73641400,0.0,0.0
2023-03-21,156.09209558103038,158.1558474735423,155.31816969672417,158.0367889404297,73938300,0.0,0.0
2023-03-22,158.05662624432603,160.87445569262422,156.5782506208271,156.5980987548828,75701800,0.0,0.0
2023-03-23,157.5903037627987,160.2890748618618,156.44927064550194,157.68951416015625,67622100,0.0,0.0
2023-03-24,157.6200867175283,159.08853097045545,156.61797529149237,158.99923706054688,59196500,0.0,0.0
2023-03-27,158.69163312494697,159.51515659660015,156.63778269449435,157.04458618164062,52390300,0.0,0.0
2023-03-28,156.73703479212736,157.25298039645065,154.7625614249796,156.41952514648438,45992200,0.0,0.0
2023-03-29,158.1260853889621,159.792980577863,158.10625239291792,159.51516723632812,51305700,0.0,0.0
2023-03-30,160.26921944683417,161.2018849498417,160.01125425779216,161.09274291992188,49501700,0.0,0.0
2023-03-31,161.1721243305487,163.7121405740747,160.64626230230425,163.6129150390625,68749800,0.0,0.0
2023-04-03,162.98785219887395,164.99207489468412,162.9382394284507,164.87301635742188,56976200,0.0,0.0
2023-04-04,165.29968004125942,165.53779713310735,163.8213041573672,164.33724975585938,46278300,0.0,0.0
2023-04-05,163.45418865732788,163.76176664528538,160.5371333114085,162.48182678222656,51511700,0.0,0.0
2023-04-06,161.16221135304366,163.67247839434094,160.73557481041425,163.37481689453125,45390100,0.0,0.0
2023-04-10,160.1600956010426,160.7653350830078,158.8305580962968,160.7653350830078,47716900,0.0,0.0
2023-04-11,161.08284220068313,161.0927586990324,159.25719214504718,159.54493713378906,47644200,0.0,0.0
2023-04-12,159.96167159389563,160.79511172120212,158.53290843868822,158.8504180908203,50133100,0.0,0.0
2023-04-13,160.3684580065961,164.5059087028882,160.16009042720802,164.2677764892578,68445600,0.0,0.0
2023-04-14,163.30534586901862,165.0218538510683,162.54136673911518,163.92051696777344,49386500,0.0,0.0
2023-04-17,163.8014467179672,164.09910820556672,162.7497225828488,163.9403533935547,41516200,0.0,0.0
2023-04-18,164.8035775492658,166.10335043490016,164.35707773629545,165.17068481445312,49923000,0.0,0.0
2023-04-19,164.50592148631213,166.84750211338215,164.2479411165758,166.32164001464844,47720200,0.0,0.0
2023-04-20,164.79366216867373,166.5597680387669,164.26780003542655,165.3492889404297,52456400,0.0,0.0
2023-04-21,163.76177452411082,165.15084135581097,163.20614779143077,163.7320098876953,58337300,0.0,0.0
2023-04-24,163.71213994338936,164.30746287178718,162.6108031236371,164.03956604003906,41949600,0.0,0.0
2023-04-25,163.90065978013436,165.01191310021753,162.45204872529078,162.4917449951172,48714100,0.0,0.0
2023-04-26,161.78729339979154,163.98996722672283,161.5293281833706,162.48182678222656,45498800,0.0,0.0
2023-04-27,163.90066670834065,167.24435844723268,163.90066670834065,167.0955352783203,64902300,0.0,0.0
2023-04-28,167.1749221384485,168.52430779178914,166.56968265114807,168.35562133789062,55209200,0.0,0.0
2023-05-01,167.95876414321188,169.11963044710453,167.3237599648511,168.26634216308594,52472900,0.0,0.0
2023-05-02,168.76242290876456,169.0204032660552,166.232322945775,167.22451782226562,48425700,0.0,0.0
2023-05-03,168.17703849725575,169.58595346318347,165.8553060240943,166.14303588867188,65136000,0.0,0.0
2023-05-04,163.60301757822515,165.7362305719884,163.02754271551254,164.49598693847656,81235400,0.0,0.0
2023-05-05,169.6454747744917,172.93956901268194,169.4271906917349,172.21527099609375,113316400,0.0,0.0
2023-05-08,171.13376996387603,172.49308725479744,170.76666270018762,172.14581298828125,55962800,0.0,0.0
2023-05-09,171.69932954300867,172.18549535197226,170.26064997373916,170.4293212890625,45326900,0.0,0.0
2023-05-10,171.6695741726528,172.67168562002166,170.55830553570334,172.20535278320312,53724500,0.0,0.0
2023-05-11,172.49308540684927,173.2272999263603,170.82619014099882,172.39385986328125,49514700,0.0,0.0
2023-05-12,172.5031333394431,172.94030533549318,169.899992112859,171.45989990234375,45497800,0.24,0.0
2023-05-15,172.04611949786664,172.09580089562618,170.36698831377848,170.963134765625,37266700,0.0,0.0
2023-05-16,170.88364756133655,172.026243906636,170.69486734623067,170.963134765625,42110300,0.0,0.0
2023-05-17,170.60544041295114,171.8175785190127,169.323730161145,171.57913208007812,57951600,0.0,0.0
2023-05-18,171.8871343000923,174.1127303985688,171.46983787424665,173.9239501953125,65496700,0.0,0.0
2023-05-19,175.2553324142869,175.2553324142869,173.814662886291,174.0332489013672,55772400,0.0,0.0
2023-05-22,172.86083597649042,173.5861510268846,172.33424651617537,173.0794219970703,43570900,0.0,0.0
2023-05-23,172.01631359676327,172.2647054247904,170.17820800510876,170.45640563964844,50747300,0.0,0.0
2023-05-24,169.9894132029107,171.31085943389476,169.42308776713625,170.73458862304688,45143500,0.0,0.0
2023-05-25,171.3009264640465,172.78133190543284,170.58555685937205,171.877197265625,56058300,0.0,0.0
2023-05-26,172.20508603343828,174.63932280602555,171.99643023664126,174.30149841308594,54835000,0.0,0.0
2023-05-30,175.82166039118496,177.838600617375,175.43416978518374,176.1594696044922,55964400,0.0,0.0
2023-05-31,176.18930471428817,178.19631506002682,175.6229640325132,176.1098175048828,99625300,0.0,0.0
2023-06-01,176.5568934848296,178.961324358694,175.79184247385325,178.9315185546875,68901800,0.0,0.0
2023-06-02,179.86546741918528,180.61064281262296,178.1068492456953,179.78598022460938,61945900,0.0,0.0
2023-06-05,181.45518776611326,183.76025585237085,176.89470266587696,178.4248046875,121946500,0.0,0.0
2023-06-06,178.8123109018025,178.9613399348059,176.28864143162886,178.0572052001953,64848400,0.0,0.0
2023-06-07,177.29213903364735,180.0443245070711,176.17934858690535,176.67613220214844,61944600,0.0,0.0
2023-06-08,176.75559430911727,179.6766842283412,176.31843748719436,179.40843200683594,50214900,0.0,0.0
2023-06-09,180.33246388201084,181.0577637617379,179.46806518753294,179.7959442138672,48870700,0.0,0.0
2023-06-12,180.1039483751754,182.70708984484676,179.80587515361265,182.60772705078125,54274900,0.0,0.0
2023-06-13,181.62408453308984,182.96539113707328,181.26639973990117,182.13079833984375,54929100,0.0,0.0
2023-06-14,182.19042228935078,183.20386513215524,180.8491155944888,182.76669311523438,57462900,0.0,0.0
2023-06-15,182.77666032076706,185.32019036595167,182.5978103103777,184.81346130371094,65433200,0.0,0.0
2023-06-16,185.52880778253314,185.78714496955158,183.08464084493085,183.73045349121094,101235600,0.0,0.0
2023-06-20,183.22373874626282,184.90286981104023,183.22373874626282,183.8198699951172,49799100,0.0,0.0
2023-06-21,183.7105823455206,184.21731135654113,181.4154443751885,182.77664184570312,49515700,0.0,0.0
2023-06-22,182.55804962867666,185.84675475824648,182.48849264496593,185.7970733642578,51245300,0.0,0.0
2023-06-23,184.35640529920283,186.35347000336267,183.81987049707254,185.4791259765625,53079300,0.0,0.0
2023-06-26,185.6281637162842,186.840316925679,184.03845011557982,184.0782012939453,48088700,0.0,0.0
2023-06-27,184.69421118128554,187.17812924825674,184.47562517854146,186.85025024414062,50730800,0.0,0.0
2023-06-28,186.7210919434842,188.6784207009768,186.39322808193216,188.03260803222656,51216800,0.0,0.0
2023-06-29,187.86369327607625,188.84733028955367,187.7245944705915,188.3704071044922,46347300,0.0,0.0
2023-06-30,190.39730049321187,193.22895811174683,190.02967029467644,192.7222442626953,85069600,0.0,0.0
2023-07-03,192.5334705595401,192.63283335398893,190.5264603646182,191.2219696044922,31458200,0.0,0.0
2023-07-05,190.33768950829898,191.73860783925295,189.39378847171878,190.09922790527344,46920300,0.0,0.0
2023-07-06,188.618812563878,190.78479716106804,187.98293009840305,190.57614135742188,45094300,0.0,0.0
2023-07-07,190.17871468054457,191.43060398220095,189.01624279458505,189.45339965820312,46778000,0.0,0.0
2023-07-10,188.042525883123,188.76784086661578,185.8368054502739,187.39671325683594,59922200,0.0,0.0
2023-07-11,187.94317156205912,188.08227036094834,185.39964200486654,186.8701171875,46638100,0.0,0.0
2023-07-12,188.45983805086564,190.46684824039446,187.25763010868835,188.5492706298828,60750200,0.0,0.0
2023-07-13,189.27457977266212,189.96014366840637,188.559210069332,189.31431579589844,41342300,0.0,0.0
2023-07-14,189.00630076596116,189.95018665650903,188.41016949012578,189.46334838867188,41573900,0.0,0.0
2023-07-17,190.6655290918029,193.06997492444395,190.57611168729014,192.74209594726562,50520200,0.0,0.0
2023-07-18,192.10623465986887,193.07992632398756,191.18220922995266,192.48377990722656,48353800,0.0,0.0
2023-07-19,191.85785136532093,196.95484129635133,191.41073395258042,193.84498596191406,80507300,0.0,0.0
2023-07-20,193.83503287335196,195.20616054184634,191.26169731171004,191.8876495361328,59581200,0.0,0.0
2023-07-21,192.85141597984278,193.71581466592878,189.9998675641836,190.70530700683594,71917800,0.0,0.0
2023-07-24,192.16584407840404,193.65619494268086,191.0133024381447,191.5100860595703,45377800,0.0,0.0
2023-07-25,192.08635337667803,193.18921360255567,191.67898717598615,192.37448120117188,37283200,0.0,0.0
2023-07-26,192.4241776516982,194.38150645043117,192.07643819221113,193.24884033203125,47471900,0.0,0.0
2023-07-27,194.7590419035923,195.93144389307997,191.31136259322417,191.97705078125,47460200,0.0,0.0
2023-07-28,193.41774030072398,195.36513883740778,192.89115085593045,194.57028198242188,48291400,0.0,0.0
2023-07-31,194.79880391210602,195.22604573792506,194.00394703385945,195.18629455566406,38824100,0.0,0.0
2023-08-01,194.9776367705072,195.46447500565182,194.0238055683359,194.3516845703125,35175100,0.0,0.0
2023-08-02,193.7853689694384,193.92446779179488,190.61590186284164,191.34120178222656,50389300,0.0,0.0
2023-08-03,190.33768257259166,191.13252423244677,189.46333855399163,189.94024658203125,61235200,0.0,0.0
2023-08-04,184.3266120793539,186.17464788722353,180.7497636897243,180.81932067871094,115799700,0.0,0.0
2023-08-07,180.9583924944197,181.95195965876945,176.20914266167853,177.69949340820312,97576100,0.0,0.0
2023-08-08,178.53407859217725,179.11034934225913,176.43765135816415,178.64337158203125,67823000,0.0,0.0
2023-08-09,179.70651533294594,179.76612694611805,175.8713448923215,177.04376220703125,60378500,0.0,0.0
2023-08-10,178.3254458854388,179.5872805386266,176.45754976361746,176.82516479492188,54686900,0.0,0.0
2023-08-11,176.41727915197714,177.71064876563273,175.6511949365926,176.88487243652344,51988100,0.24,0.0
2023-08-14,177.06395162096015,178.77519627366368,176.40730805352842,178.54637145996094,43675600,0.0,0.0
2023-08-15,177.96931273491998,178.56624897915356,176.1486275868521,176.5465850830078,43622600,0.0,0.0
2023-08-16,176.2282281290192,177.63103821850117,175.6014306291595,175.67108154296875,46964900,0.0,0.0
2023-08-17,176.23817991720907,176.60629138980735,172.59680932827945,173.11416625976562,66062900,0.0,0.0
2023-08-18,171.42281626747715,174.20856438232582,171.08455086568065,173.60166931152344,61114200,0.0,0.0
2023-08-21,174.1787095149185,175.23331052663207,172.85547884779135,174.9447784423828,46311900,0.0,0.0
2023-08-22,176.15856506488566,176.7754037167378,175.3526912955679,176.32769775390625,42084200,0.0,0.0
2023-08-23,177.61115229938414,180.6257252423429,177.42211716746493,180.19790649414062,52722800,0.0,0.0
2023-08-24,179.75017736824887,180.17799606140284,175.11389855444398,175.48202514648438,54945800,0.0,0.0
2023-08-25,176.4769498674515,178.23792773323788,174.92489437436942,177.70068359375,51449600,0.0,0.0
2023-08-28,179.17313182636406,179.6705862532335,177.64097887129216,179.2726287841797,43820700,0.0,0.0
2023-08-29,178.78513667468724,183.95866021885962,178.58615791935483,183.18263244628906,53003900,0.0,0.0
2023-08-30,183.99847668663068,186.89366557985178,183.79949791874515,186.69467163085938,60813900,0.0,0.0
2023-08-31,186.88369764650204,188.1571799161019,186.52552980935795,186.91354370117188,60794500,0.0,0.0
2023-09-01,188.52531419552724,188.95311778386142,187.32146761102368,188.49546813964844,45732600,0.0,0.0
2023-09-05,187.32145354255775,189.0127957001277,186.65486637614924,188.73422241210938,45280000,0.0,0.0
2023-09-06,187.44084613729137,187.88856732407862,180.54613417892804,181.9788055419922,81755800,0.0,0.0
2023-09-07,174.28814814234832,177.30273632377782,172.65649801946347,176.65603637695312,112488800,0.0,0.0
2023-09-08,177.44200553566958,179.32238271920477,176.88484380849582,177.27285766601562,65551300,0.0,0.0
2023-09-11,179.1532609267806,179.3820857333108,176.43714857784286,178.44686889648438,58953100,0.0,0.0
2023-09-12,178.57619699960773,179.2129380636657,173.9299744385574,175.40243530273438,90370200,0.0,0.0
2023-09-13,175.61135251004427,176.39733898891672,173.09423437901472,173.3230743408203,84267900,0.0,0.0
2023-09-14,173.11417444561863,175.20348951999142,172.69631446696553,174.84532165527344,60895800,0.0,0.0
2023-09-15,175.58152061163142,175.6014230405891,172.93507444225742,174.11900329589844,109205100,0.0,0.0
2023-09-18,175.581529763006,178.46677486804185,175.2731104130604,177.06394958496094,67257600,0.0,0.0
2023-09-19,176.61624378037055,178.71550230451194,176.2282298911267,178.15835571289062,51826900,0.0,0.0
2023-09-20,178.34736859632218,178.78513095270657,174.50701953500308,174.59657287597656,58436200,0.0,0.0
2023-09-21,173.66137908551002,175.40246993676325,172.97488940661012,173.04452514648438,63047900,0.0,0.0
2023-09-22,173.78074700779965,176.17848125571447,173.16390830776245,173.90013122558594,56725400,0.0,0.0
2023-09-25,173.31312961792517,176.06903155779642,173.26338113605138,175.18356323242188,46172700,0.0,0.0
2023-09-26,173.92997362903844,174.3080286714635,170.78605799815168,171.08453369140625,64588900,0.0,0.0
2023-09-27,171.74116981906286,172.15902973620376,168.18935293281257,169.56231689453125,66921800,0.0,0.0
2023-09-28,168.4778812232559,171.15418877973661,166.76663658151597,169.82101440429688,56294400,0.0,0.0
2023-09-29,171.14423744734862,172.18889485432,169.47278255997327,170.33836364746094,51814200,0.0,0.0
2023-10-02,170.3483142712696,173.4126357064522,170.05978216988254,172.8654327392578,52164500,0.0,0.0
2023-10-03,171.38300644816397,172.74604200248547,169.9503503441725,171.5222930908203,49594600,0.0,0.0
2023-10-04,170.21897084309467,173.3230971309324,170.09958662548377,172.77589416503906,53020300,0.0,0.0
2023-10-05,172.90520772151876,174.55676010717852,171.80085825654203,174.01951599121094,48527900,0.0,0.0
2023-10-06,172.91517880372774,177.08384973941267,172.29832493065717,176.58639526367188,57224100,0.0,0.0
2023-10-09,175.90985637330823,178.13845797965874,174.9050037570049,178.07876586914062,42390800,0.0,0.0
2023-10-10,177.19329460024346,178.8050422825199,177.04404914526214,177.4818115234375,43698000,0.0,0.0
2023-10-11,177.29276793860927,178.934376778521,176.69583169045495,178.88462829589844,47551100,0.0,0.0
2023-10-12,179.15325219990058,181.4116844635542,178.12848207034537,179.7899932861328,56743100,0.0,0.0
2023-10-13,180.49637644231288,181.0037745319306,177.2330763630847,177.93946838378906,51427100,0.0,0.0
2023-10-16,175.8501629741456,178.16830272928576,175.6113793527165,177.8101348876953,52517000,0.0,0.0
2023-10-17,175.75065345353025,177.51164648069582,173.91008107267712,176.24810791015625,57549400,0.0,0.0
2023-10-18,174.68610759193962,176.675925404563,174.2184991914847,174.9447784423828,54764400,0.0,0.0
2023-10-19,175.14377581100544,176.934615069013,174.29811225938155,174.56674194335938,59302900,0.0,0.0
2023-10-20,174.41748411190304,174.52692470271634,171.7610790597315,171.99986267089844,64189300,0.0,0.0
2023-10-23,170.03989138552444,173.12410000549235,169.06486968930292,172.11924743652344,55980100,0.0,0.0
2023-10-24,172.1689929614087,172.7858316385813,170.57713260476945,172.5570068359375,43816600,0.0,0.0
2023-10-25,171.00495537970454,172.17894065511763,169.78120643940753,170.2289276123047,57157000,0.0,0.0
2023-10-26,169.50265408273685,170.50752196340542,164.82658447106704,166.04037475585938,70625300,0.0,0.0
2023-10-27,166.06025811746898,168.09982452120383,165.98066357895524,167.36358642578125,58499100,0.0,0.0
2023-10-30,168.15951125981562,170.29855938255494,168.01026581195362,169.42303466796875,51131000,0.0,0.0
2023-10-31,168.48783537237242,170.0299320873337,167.04520526182563,169.90060424804688,44846000,0.0,0.0
2023-11-01,170.12942412346382,173.34297566175312,169.25389942206778,173.0843048095703,56934900,0.0,0.0
2023-11-02,174.62641877485564,176.87490748026258,174.56672666832972,176.66598510742188,77334800,0.0,0.0
2023-11-03,173.35295219876363,175.91981927860365,172.46748378286242,175.75067138671875,79763700,0.0,0.0
2023-11-06,175.4820388495612,178.51649888788603,175.31290615616416,178.31752014160156,63841300,0.0,0.0
2023-11-07,178.26775896978086,181.51117150964598,178.05883661444113,180.8943328857422,70530000,0.0,0.0
2023-11-08,181.4216486820497,182.51603939170596,180.665508182576,181.95889282226562,49340300,0.0,0.0
2023-11-09,182.02854143945973,183.18262424113618,180.88438708061216,181.48133850097656,53763500,0.0,0.0
2023-11-10,183.27455154185228,185.86472901353824,182.83621241269552,185.6953582763672,66133400,0.24,0.0
2023-11-13,185.11755829725763,185.32675592881043,183.51364391722342,184.10140991210938,43627500,0.0,0.0
2023-11-14,186.99042643314226,187.3988801404597,185.59572499487004,186.73141479492188,60108400,0.0,0.0
2023-11-15,187.13987177614973,188.78362815723474,187.0701291024632,187.29925537109375,53790500,0.0,0.0
2023-11-16,188.85337347970633,190.2381182374616,187.9368379901175,188.9928436279297,54412900,0.0,0.0
2023-11-17,189.53079624428992,189.66030966849544,187.85715445966235,188.97291564941406,50922700,0.0,0.0
2023-11-20,189.17214189972287,191.1845097763687,189.16218517598037,190.7262420654297,46505100,0.0,0.0
2023-11-21,190.6864202228131,190.79600500003974,189.02273511481332,189.91932678222656,38134500,0.0,0.0
2023-11-22,190.7661194461664,192.20066307246498,190.10861078342128,190.5867919921875,39617700,0.0,0.0
2023-11-24,190.14843790944465,190.1783232825699,188.53456695625997,189.25184631347656,24048300,0.0,0.0
2023-11-27,189.2020384462403,189.94920320088846,188.18589012360914,189.07252502441406,40552600,0.0,0.0
2023-11-28,189.06257021852784,190.35765884661393,188.68400187464417,189.6802215576172,38415400,0.0,0.0
2023-11-29,190.17834402840006,191.3638479620414,188.25564720911126,188.6541290283203,43014200,0.0,0.0
2023-11-30,189.12233356607825,189.60052993998752,187.47857723394316,189.23191833496094,48794400,0.0,0.0
2023-12-01,189.61049575839724,190.83584172296256,188.51464801700962,190.51705932617188,45679300,0.0,0.0
2023-12-04,189.2618062982008,189.33154897076486,186.74137178051248,188.71388244628906,43389500,0.0,0.0
2023-12-05,189.49095553635823,193.66510330405998,189.46105496038606,192.68881225585938,66628400,0.0,0.0
2023-12-06,193.71492476298596,194.0237504491889,191.38377422735084,191.59298706054688,41089700,0.0,0.0
2023-12-07,192.89803398525805,194.26285017082193,192.85817668285955,193.53561401367188,47477700,0.0,0.0
2023-12-08,193.46585241287198,195.2490940936735,192.9378572160349,194.97015380859375,53377300,0.0,0.0
2023-12-11,192.37997955947677,192.75854789543507,190.69636589832197,192.44970703125,60943700,0.0,0.0
2023-12-12,192.35011019828545,193.9839099721223,190.99525073697387,193.9739532470703,52696900,0.0,0.0
2023-12-13,194.35249384296804,197.25149676182392,194.1134108483282,197.21165466308594,70404200,0.0,0.0
2023-12-14,197.27142786027224,198.86537024837708,195.4184586232846,197.361083984375,66831600,0.0,0.0
2023-12-15,196.78326281926297,197.649969035306,196.25526763005226,196.8231201171875,128256700,0.0,0.0
2023-12-18,195.3487007217121,195.88666782660886,193.65513041587283,195.1494598388672,55751900,0.0,0.0
2023-12-19,195.41846071151812,196.2054675888958,195.14947713522938,196.1955108642578,40714100,0.0,0.0
2023-12-20,196.1556575241543,196.93270769258373,194.09349060058594,194.09349060058594,52242800,0.0,0.0
2023-12-21,195.35867601686434,196.3349670004207,192.76849889188017,193.94403076171875,46482500,0.0,0.0
2023-12-22,194.44216262458167,194.6713041108371,192.24052549970972,192.86814880371094,37122800,0.0,0.0
2023-12-26,192.87810156107636,193.15704186798172,192.1010513916819,192.32022094726562,28919300,0.0,0.0
2023-12-27,191.7623368685013,192.7685133001503,190.36762015806895,192.41983032226562,48087700,0.0,0.0
2023-12-28,193.4060861494978,193.92412463427104,192.43975185339073,192.84820556640625,34049900,0.0,0.0
2023-12-29,193.16700123613595,193.6651111054412,191.00520622748397,191.80218505859375,42628800,0.0,0.0
2024-01-02,186.44250337800963,187.72763525264537,183.1948327572495,184.93821716308594,82488700,0.0,0.0
2024-01-03,183.5235966803731,185.17732505163676,182.7365745947604,183.55348205566406,58414500,0.0,0.0
2024-01-04,181.4614035444303,182.39785244955465,180.19621553109513,181.22232055664062,71983600,0.0,0.0
2024-01-05,181.3020374348382,182.0691156961024,179.48891019670765,180.49508666992188,62303300,0.0,0.0
2024-01-08,181.40163701859532,184.8983778074419,180.81387105846133,184.8585205078125,59144500,0.0,0.0
2024-01-09,183.2247200384055,184.4500659772401,182.03921619791834,184.4401092529297,42841800,0.0,0.0
2024-01-10,183.6530893449622,185.69532736412867,183.2247070123772,185.4861297607422,46792900,0.0,0.0
2024-01-11,185.83481816060663,186.34289994181307,182.9258584292588,184.88841247558594,49128400,0.0,0.0
2024-01-12,185.35663323460264,186.03407052890915,184.48992696797683,185.2171630859375,40444700,0.0,0.0
2024-01-16,181.47137741288765,183.56342958397713,180.246016282922,182.93582153320312,65603000,0.0,0.0
2024-01-17,180.58475215384107,182.2384653293606,179.61841781334914,181.98941040039062,47317400,0.0,0.0
2024-01-18,185.3865245441322,188.4249977385091,185.12751288863532,187.91693115234375,78005800,0.0,0.0
2024-01-19,188.61428024175586,191.22437102761134,188.1062136601058,190.83584594726562,68741000,0.0,0.0
2024-01-22,191.5730425958912,194.59158693286403,191.53318529709307,193.1570281982422,60133900,0.0,0.0
2024-01-23,194.2827703313563,195.01000645672423,193.09726645507456,194.44215393066406,42355600,0.0,0.0
2024-01-24,194.68124499858735,195.63762256492572,193.6053259368713,193.7647247314453,53631300,0.0,0.0
2024-01-25,194.48200782899013,195.5280415368865,192.37998368876055,193.43597412109375,54822100,0.0,0.0
2024-01-26,193.53559358997018,194.02373148453705,191.2144000061864,191.6925811767578,44594000,0.0,0.0
2024-01-29,191.28414355344017,191.4734277329997,188.86333692292177,191.0052032470703,47145600,0.0,0.0
2024-01-30,190.21817812069887,191.07492760845466,186.761294796937,187.32913208007812,55859400,0.0,0.0
2024-01-31,186.3329308453054,186.3927167977895,183.65311255154307,183.70291137695312,55467800,0.0,0.0
2024-02-01,183.2944796333469,186.2432816186692,183.12512409780064,186.15362548828125,64885400,0.0,0.0
2024-02-02,179.18006916709078,186.62183126462077,178.57237456471196,185.14743041992188,102518000,0.0,0.0
2024-02-05,187.43872923272858,188.53457697591082,185.13746417315204,186.9705047607422,69668800,0.0,0.0
